variant,scene,category,group,correct,total,accuracy_percent,version,incorrect
permanent_detach,clean,receiver_all_days,6,5925,6000,98.75,V1,75
permanent_detach,clean,receiver_all_days,7,17036,24000,70.98333333333333,V1,6964
permanent_detach,clean,receiver_all_days,8,5630,6000,93.83333333333333,V1,370
permanent_detach,clean,receiver_all_days,9,19193,24000,79.97083333333333,V1,4807
permanent_detach,clean,receiver_all_days,10,19465,24000,81.10416666666667,V1,4535
permanent_detach,clean,receiver_all_days,11,18544,24000,77.26666666666667,V1,5456
permanent_detach,clean,class,0,31430,33000,95.24242424242425,V1,1570
permanent_detach,clean,class,1,15917,33000,48.233333333333334,V1,17083
permanent_detach,clean,class,2,22322,33000,67.64242424242424,V1,10678
permanent_detach,clean,class,3,22976,33000,69.62424242424242,V1,10024
permanent_detach,clean,class,4,32690,33000,99.06060606060606,V1,310
permanent_detach,clean,class,5,31038,33000,94.05454545454545,V1,1962
permanent_detach,leo_clear_weak,aggregate,all,124680,198000,62.96969696969697,V1,73320
permanent_detach,leo_clear_weak,named,test_unseen_day_seen_rx,23566,30000,78.55333333333333,V1,6434
permanent_detach,leo_clear_weak,named,test_day_0,23566,30000,78.55333333333333,V1,6434
permanent_detach,leo_clear_weak,named,test_seen_day_unseen_rx,76303,126000,60.55793650793651,V1,49697
permanent_detach,leo_clear_weak,named,test_rx_0,13296,18000,73.86666666666666,V1,4704
permanent_detach,leo_clear_weak,named,test_rx_2,7698,18000,42.766666666666666,V1,10302
permanent_detach,leo_clear_weak,named,test_rx_5,13292,18000,73.84444444444445,V1,4708
permanent_detach,leo_clear_weak,named,test_rx_7,7077,18000,39.31666666666667,V1,10923
permanent_detach,leo_clear_weak,named,test_rx_9,12629,18000,70.16111111111111,V1,5371
permanent_detach,leo_clear_weak,named,test_rx_10,10973,18000,60.96111111111111,V1,7027
permanent_detach,leo_clear_weak,named,test_rx_11,11338,18000,62.98888888888889,V1,6662
permanent_detach,leo_clear_weak,named,test_unseen_day_unseen_rx,24811,42000,59.07380952380952,V1,17189
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_0,3740,6000,62.333333333333336,V1,2260
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_2,2074,6000,34.56666666666667,V1,3926
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_5,3796,6000,63.266666666666666,V1,2204
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_7,3335,6000,55.583333333333336,V1,2665
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_9,3669,6000,61.15,V1,2331
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_10,4304,6000,71.73333333333333,V1,1696
permanent_detach,leo_clear_weak,named,test_unseen_day_rx_11,3893,6000,64.88333333333334,V1,2107
permanent_detach,leo_clear_weak,receiver_all_days,0,17036,24000,70.98333333333333,V1,6964
permanent_detach,leo_clear_weak,receiver_all_days,1,4373,6000,72.88333333333334,V1,1627
permanent_detach,leo_clear_weak,receiver_all_days,2,9772,24000,40.71666666666667,V1,14228
permanent_detach,leo_clear_weak,receiver_all_days,3,4443,6000,74.05,V1,1557
permanent_detach,leo_clear_weak,receiver_all_days,4,5087,6000,84.78333333333333,V1,913
permanent_detach,leo_clear_weak,receiver_all_days,5,17088,24000,71.2,V1,6912
permanent_detach,leo_clear_weak,receiver_all_days,6,4989,6000,83.15,V1,1011
permanent_detach,leo_clear_weak,receiver_all_days,7,10412,24000,43.38333333333333,V1,13588
permanent_detach,leo_clear_weak,receiver_all_days,8,4674,6000,77.9,V1,1326
permanent_detach,leo_clear_weak,receiver_all_days,9,16298,24000,67.90833333333333,V1,7702
permanent_detach,leo_clear_weak,receiver_all_days,10,15277,24000,63.65416666666667,V1,8723
permanent_detach,leo_clear_weak,receiver_all_days,11,15231,24000,63.4625,V1,8769
permanent_detach,leo_clear_weak,class,0,20755,33000,62.89393939393939,V1,12245
permanent_detach,leo_clear_weak,class,1,10897,33000,33.02121212121212,V1,22103
permanent_detach,leo_clear_weak,class,2,16070,33000,48.696969696969695,V1,16930
permanent_detach,leo_clear_weak,class,3,21377,33000,64.77878787878788,V1,11623
permanent_detach,leo_clear_weak,class,4,26260,33000,79.57575757575758,V1,6740
permanent_detach,leo_clear_weak,class,5,29321,33000,88.85151515151514,V1,3679
permanent_detach,leo_low_elev_weak,aggregate,all,120711,198000,60.96515151515152,V1,77289
permanent_detach,leo_low_elev_weak,named,test_unseen_day_seen_rx,22634,30000,75.44666666666667,V1,7366
permanent_detach,leo_low_elev_weak,named,test_day_0,22634,30000,75.44666666666667,V1,7366
permanent_detach,leo_low_elev_weak,named,test_seen_day_unseen_rx,73967,126000,58.703968253968256,V1,52033
permanent_detach,leo_low_elev_weak,named,test_rx_0,12629,18000,70.16111111111111,V1,5371
permanent_detach,leo_low_elev_weak,named,test_rx_2,7760,18000,43.111111111111114,V1,10240
permanent_detach,leo_low_elev_weak,named,test_rx_5,12719,18000,70.66111111111111,V1,5281
permanent_detach,leo_low_elev_weak,named,test_rx_7,7020,18000,39.0,V1,10980
permanent_detach,leo_low_elev_weak,named,test_rx_9,12293,18000,68.29444444444445,V1,5707
permanent_detach,leo_low_elev_weak,named,test_rx_10,10473,18000,58.18333333333333,V1,7527
permanent_detach,leo_low_elev_weak,named,test_rx_11,11073,18000,61.516666666666666,V1,6927
permanent_detach,leo_low_elev_weak,named,test_unseen_day_unseen_rx,24110,42000,57.404761904761905,V1,17890
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_0,3578,6000,59.63333333333333,V1,2422
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_2,2248,6000,37.46666666666667,V1,3752
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_5,3594,6000,59.9,V1,2406
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_7,3166,6000,52.766666666666666,V1,2834
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_9,3672,6000,61.2,V1,2328
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_10,4015,6000,66.91666666666667,V1,1985
permanent_detach,leo_low_elev_weak,named,test_unseen_day_rx_11,3837,6000,63.95,V1,2163
permanent_detach,leo_low_elev_weak,receiver_all_days,0,16207,24000,67.52916666666667,V1,7793
permanent_detach,leo_low_elev_weak,receiver_all_days,1,4202,6000,70.03333333333333,V1,1798
permanent_detach,leo_low_elev_weak,receiver_all_days,2,10008,24000,41.7,V1,13992
permanent_detach,leo_low_elev_weak,receiver_all_days,3,4223,6000,70.38333333333334,V1,1777
permanent_detach,leo_low_elev_weak,receiver_all_days,4,4981,6000,83.01666666666667,V1,1019
permanent_detach,leo_low_elev_weak,receiver_all_days,5,16313,24000,67.97083333333333,V1,7687
permanent_detach,leo_low_elev_weak,receiver_all_days,6,4830,6000,80.5,V1,1170
permanent_detach,leo_low_elev_weak,receiver_all_days,7,10186,24000,42.44166666666667,V1,13814
permanent_detach,leo_low_elev_weak,receiver_all_days,8,4398,6000,73.3,V1,1602
permanent_detach,leo_low_elev_weak,receiver_all_days,9,15965,24000,66.52083333333333,V1,8035
permanent_detach,leo_low_elev_weak,receiver_all_days,10,14488,24000,60.36666666666667,V1,9512
permanent_detach,leo_low_elev_weak,receiver_all_days,11,14910,24000,62.125,V1,9090
permanent_detach,leo_low_elev_weak,class,0,21110,33000,63.96969696969697,V1,11890
permanent_detach,leo_low_elev_weak,class,1,10061,33000,30.48787878787879,V1,22939
permanent_detach,leo_low_elev_weak,class,2,15389,33000,46.63333333333333,V1,17611
permanent_detach,leo_low_elev_weak,class,3,19965,33000,60.5,V1,13035
permanent_detach,leo_low_elev_weak,class,4,25056,33000,75.92727272727272,V1,7944
permanent_detach,leo_low_elev_weak,class,5,29130,33000,88.27272727272727,V1,3870
permanent_detach,leo_rain_weak,aggregate,all,121435,198000,61.33080808080808,V1,76565
permanent_detach,leo_rain_weak,named,test_unseen_day_seen_rx,22830,30000,76.1,V1,7170
permanent_detach,leo_rain_weak,named,test_day_0,22830,30000,76.1,V1,7170
permanent_detach,leo_rain_weak,named,test_seen_day_unseen_rx,74592,126000,59.2,V1,51408
permanent_detach,leo_rain_weak,named,test_rx_0,12630,18000,70.16666666666667,V1,5370
permanent_detach,leo_rain_weak,named,test_rx_2,7834,18000,43.522222222222226,V1,10166
permanent_detach,leo_rain_weak,named,test_rx_5,12982,18000,72.12222222222222,V1,5018
permanent_detach,leo_rain_weak,named,test_rx_7,7154,18000,39.74444444444445,V1,10846
permanent_detach,leo_rain_weak,named,test_rx_9,12410,18000,68.94444444444444,V1,5590
permanent_detach,leo_rain_weak,named,test_rx_10,10425,18000,57.916666666666664,V1,7575
permanent_detach,leo_rain_weak,named,test_rx_11,11157,18000,61.983333333333334,V1,6843
permanent_detach,leo_rain_weak,named,test_unseen_day_unseen_rx,24013,42000,57.173809523809524,V1,17987
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_0,3478,6000,57.96666666666667,V1,2522
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_2,2259,6000,37.65,V1,3741
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_5,3670,6000,61.166666666666664,V1,2330
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_7,3147,6000,52.45,V1,2853
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_9,3630,6000,60.5,V1,2370
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_10,4120,6000,68.66666666666667,V1,1880
permanent_detach,leo_rain_weak,named,test_unseen_day_rx_11,3709,6000,61.81666666666667,V1,2291
permanent_detach,leo_rain_weak,receiver_all_days,0,16108,24000,67.11666666666666,V1,7892
permanent_detach,leo_rain_weak,receiver_all_days,1,4205,6000,70.08333333333333,V1,1795
permanent_detach,leo_rain_weak,receiver_all_days,2,10093,24000,42.05416666666667,V1,13907
permanent_detach,leo_rain_weak,receiver_all_days,3,4226,6000,70.43333333333334,V1,1774
permanent_detach,leo_rain_weak,receiver_all_days,4,5068,6000,84.46666666666667,V1,932
permanent_detach,leo_rain_weak,receiver_all_days,5,16652,24000,69.38333333333334,V1,7348
permanent_detach,leo_rain_weak,receiver_all_days,6,4861,6000,81.01666666666667,V1,1139
permanent_detach,leo_rain_weak,receiver_all_days,7,10301,24000,42.920833333333334,V1,13699
permanent_detach,leo_rain_weak,receiver_all_days,8,4470,6000,74.5,V1,1530
permanent_detach,leo_rain_weak,receiver_all_days,9,16040,24000,66.83333333333333,V1,7960
permanent_detach,leo_rain_weak,receiver_all_days,10,14545,24000,60.604166666666664,V1,9455
permanent_detach,leo_rain_weak,receiver_all_days,11,14866,24000,61.94166666666667,V1,9134
permanent_detach,leo_rain_weak,class,0,21774,33000,65.98181818181818,V1,11226
permanent_detach,leo_rain_weak,class,1,10180,33000,30.848484848484848,V1,22820
permanent_detach,leo_rain_weak,class,2,15550,33000,47.121212121212125,V1,17450
permanent_detach,leo_rain_weak,class,3,19550,33000,59.24242424242424,V1,13450
permanent_detach,leo_rain_weak,class,4,24968,33000,75.66060606060606,V1,8032
permanent_detach,leo_rain_weak,class,5,29413,33000,89.13030303030303,V1,3587
U0,clean,aggregate,all,156203,198000,78.89040404040404,V2,41797
U0,clean,named,test_unseen_day_seen_rx,27689,30000,92.29666666666667,V2,2311
U0,clean,named,test_day_0,27689,30000,92.29666666666667,V2,2311
U0,clean,named,test_seen_day_unseen_rx,97141,126000,77.09603174603174,V2,28859
U0,clean,named,test_rx_0,14788,18000,82.15555555555555,V2,3212
U0,clean,named,test_rx_2,9765,18000,54.25,V2,8235
U0,clean,named,test_rx_5,15868,18000,88.15555555555555,V2,2132
U0,clean,named,test_rx_7,12191,18000,67.72777777777777,V2,5809
U0,clean,named,test_rx_9,15869,18000,88.16111111111111,V2,2131
U0,clean,named,test_rx_10,13918,18000,77.32222222222222,V2,4082
U0,clean,named,test_rx_11,14742,18000,81.9,V2,3258
U0,clean,named,test_unseen_day_unseen_rx,31373,42000,74.69761904761904,V2,10627
U0,clean,named,test_unseen_day_rx_0,4002,6000,66.7,V2,1998
U0,clean,named,test_unseen_day_rx_2,3179,6000,52.983333333333334,V2,2821
U0,clean,named,test_unseen_day_rx_5,5072,6000,84.53333333333333,V2,928
U0,clean,named,test_unseen_day_rx_7,5492,6000,91.53333333333333,V2,508
U0,clean,named,test_unseen_day_rx_9,4257,6000,70.95,V2,1743
U0,clean,named,test_unseen_day_rx_10,4492,6000,74.86666666666666,V2,1508
U0,clean,named,test_unseen_day_rx_11,4879,6000,81.31666666666666,V2,1121
U0,clean,receiver_all_days,0,18790,24000,78.29166666666667,V2,5210
U0,clean,receiver_all_days,1,4657,6000,77.61666666666666,V2,1343
U0,clean,receiver_all_days,2,12944,24000,53.93333333333333,V2,11056
U0,clean,receiver_all_days,3,5680,6000,94.66666666666667,V2,320
U0,clean,receiver_all_days,4,5859,6000,97.65,V2,141
U0,clean,receiver_all_days,5,20940,24000,87.25,V2,3060
U0,clean,receiver_all_days,6,5897,6000,98.28333333333333,V2,103
U0,clean,receiver_all_days,7,17683,24000,73.67916666666666,V2,6317
U0,clean,receiver_all_days,8,5596,6000,93.26666666666667,V2,404
U0,clean,receiver_all_days,9,20126,24000,83.85833333333333,V2,3874
U0,clean,receiver_all_days,10,18410,24000,76.70833333333333,V2,5590
U0,clean,receiver_all_days,11,19621,24000,81.75416666666666,V2,4379
U0,clean,class,0,31852,33000,96.52121212121212,V2,1148
U0,clean,class,1,16359,33000,49.57272727272727,V2,16641
U0,clean,class,2,22392,33000,67.85454545454546,V2,10608
U0,clean,class,3,20732,33000,62.82424242424243,V2,12268
U0,clean,class,4,32863,33000,99.58484848484848,V2,137
U0,clean,class,5,32005,33000,96.98484848484848,V2,995
U0,leo_clear_weak,aggregate,all,132153,198000,66.7439393939394,V2,65847
U0,leo_clear_weak,named,test_unseen_day_seen_rx,24325,30000,81.08333333333333,V2,5675
U0,leo_clear_weak,named,test_day_0,24325,30000,81.08333333333333,V2,5675
U0,leo_clear_weak,named,test_seen_day_unseen_rx,81688,126000,64.83174603174604,V2,44312
U0,leo_clear_weak,named,test_rx_0,12884,18000,71.57777777777778,V2,5116
U0,leo_clear_weak,named,test_rx_2,8000,18000,44.44444444444444,V2,10000
U0,leo_clear_weak,named,test_rx_5,14006,18000,77.81111111111112,V2,3994
U0,leo_clear_weak,named,test_rx_7,8518,18000,47.32222222222222,V2,9482
U0,leo_clear_weak,named,test_rx_9,13864,18000,77.02222222222223,V2,4136
U0,leo_clear_weak,named,test_rx_10,11917,18000,66.20555555555555,V2,6083
U0,leo_clear_weak,named,test_rx_11,12499,18000,69.43888888888888,V2,5501
U0,leo_clear_weak,named,test_unseen_day_unseen_rx,26140,42000,62.23809523809524,V2,15860
U0,leo_clear_weak,named,test_unseen_day_rx_0,3646,6000,60.766666666666666,V2,2354
U0,leo_clear_weak,named,test_unseen_day_rx_2,2479,6000,41.31666666666667,V2,3521
U0,leo_clear_weak,named,test_unseen_day_rx_5,3956,6000,65.93333333333334,V2,2044
U0,leo_clear_weak,named,test_unseen_day_rx_7,3878,6000,64.63333333333334,V2,2122
U0,leo_clear_weak,named,test_unseen_day_rx_9,3873,6000,64.55,V2,2127
U0,leo_clear_weak,named,test_unseen_day_rx_10,4118,6000,68.63333333333334,V2,1882
U0,leo_clear_weak,named,test_unseen_day_rx_11,4190,6000,69.83333333333333,V2,1810
U0,leo_clear_weak,receiver_all_days,0,16530,24000,68.875,V2,7470
U0,leo_clear_weak,receiver_all_days,1,4392,6000,73.2,V2,1608
U0,leo_clear_weak,receiver_all_days,2,10479,24000,43.6625,V2,13521
U0,leo_clear_weak,receiver_all_days,3,4643,6000,77.38333333333334,V2,1357
U0,leo_clear_weak,receiver_all_days,4,5337,6000,88.95,V2,663
U0,leo_clear_weak,receiver_all_days,5,17962,24000,74.84166666666667,V2,6038
U0,leo_clear_weak,receiver_all_days,6,5246,6000,87.43333333333334,V2,754
U0,leo_clear_weak,receiver_all_days,7,12396,24000,51.65,V2,11604
U0,leo_clear_weak,receiver_all_days,8,4707,6000,78.45,V2,1293
U0,leo_clear_weak,receiver_all_days,9,17737,24000,73.90416666666667,V2,6263
U0,leo_clear_weak,receiver_all_days,10,16035,24000,66.8125,V2,7965
U0,leo_clear_weak,receiver_all_days,11,16689,24000,69.5375,V2,7311
U0,leo_clear_weak,class,0,25823,33000,78.25151515151515,V2,7177
U0,leo_clear_weak,class,1,11690,33000,35.42424242424242,V2,21310
U0,leo_clear_weak,class,2,19077,33000,57.80909090909091,V2,13923
U0,leo_clear_weak,class,3,18362,33000,55.64242424242424,V2,14638
U0,leo_clear_weak,class,4,26407,33000,80.02121212121212,V2,6593
U0,leo_clear_weak,class,5,30794,33000,93.31515151515151,V2,2206
U0,leo_low_elev_weak,aggregate,all,126572,198000,63.925252525252525,V2,71428
U0,leo_low_elev_weak,named,test_unseen_day_seen_rx,23181,30000,77.27,V2,6819
U0,leo_low_elev_weak,named,test_day_0,23181,30000,77.27,V2,6819
U0,leo_low_elev_weak,named,test_seen_day_unseen_rx,78369,126000,62.19761904761905,V2,47631
U0,leo_low_elev_weak,named,test_rx_0,12136,18000,67.42222222222222,V2,5864
U0,leo_low_elev_weak,named,test_rx_2,8054,18000,44.74444444444445,V2,9946
U0,leo_low_elev_weak,named,test_rx_5,13299,18000,73.88333333333334,V2,4701
U0,leo_low_elev_weak,named,test_rx_7,8413,18000,46.73888888888889,V2,9587
U0,leo_low_elev_weak,named,test_rx_9,13285,18000,73.80555555555556,V2,4715
U0,leo_low_elev_weak,named,test_rx_10,11235,18000,62.416666666666664,V2,6765
U0,leo_low_elev_weak,named,test_rx_11,11947,18000,66.37222222222222,V2,6053
U0,leo_low_elev_weak,named,test_unseen_day_unseen_rx,25022,42000,59.576190476190476,V2,16978
U0,leo_low_elev_weak,named,test_unseen_day_rx_0,3470,6000,57.833333333333336,V2,2530
U0,leo_low_elev_weak,named,test_unseen_day_rx_2,2494,6000,41.56666666666667,V2,3506
U0,leo_low_elev_weak,named,test_unseen_day_rx_5,3749,6000,62.483333333333334,V2,2251
U0,leo_low_elev_weak,named,test_unseen_day_rx_7,3570,6000,59.5,V2,2430
U0,leo_low_elev_weak,named,test_unseen_day_rx_9,3799,6000,63.31666666666667,V2,2201
U0,leo_low_elev_weak,named,test_unseen_day_rx_10,3894,6000,64.9,V2,2106
U0,leo_low_elev_weak,named,test_unseen_day_rx_11,4046,6000,67.43333333333334,V2,1954
U0,leo_low_elev_weak,receiver_all_days,0,15606,24000,65.025,V2,8394
U0,leo_low_elev_weak,receiver_all_days,1,4147,6000,69.11666666666666,V2,1853
U0,leo_low_elev_weak,receiver_all_days,2,10548,24000,43.95,V2,13452
U0,leo_low_elev_weak,receiver_all_days,3,4450,6000,74.16666666666667,V2,1550
U0,leo_low_elev_weak,receiver_all_days,4,5081,6000,84.68333333333334,V2,919
U0,leo_low_elev_weak,receiver_all_days,5,17048,24000,71.03333333333333,V2,6952
U0,leo_low_elev_weak,receiver_all_days,6,5030,6000,83.83333333333333,V2,970
U0,leo_low_elev_weak,receiver_all_days,7,11983,24000,49.92916666666667,V2,12017
U0,leo_low_elev_weak,receiver_all_days,8,4473,6000,74.55,V2,1527
U0,leo_low_elev_weak,receiver_all_days,9,17084,24000,71.18333333333334,V2,6916
U0,leo_low_elev_weak,receiver_all_days,10,15129,24000,63.0375,V2,8871
U0,leo_low_elev_weak,receiver_all_days,11,15993,24000,66.6375,V2,8007
U0,leo_low_elev_weak,class,0,25307,33000,76.68787878787879,V2,7693
U0,leo_low_elev_weak,class,1,10899,33000,33.027272727272724,V2,22101
U0,leo_low_elev_weak,class,2,17785,33000,53.89393939393939,V2,15215
U0,leo_low_elev_weak,class,3,16757,33000,50.77878787878788,V2,16243
U0,leo_low_elev_weak,class,4,25313,33000,76.7060606060606,V2,7687
U0,leo_low_elev_weak,class,5,30511,33000,92.45757575757575,V2,2489
U0,leo_rain_weak,aggregate,all,126482,198000,63.87979797979798,V2,71518
U0,leo_rain_weak,named,test_unseen_day_seen_rx,23240,30000,77.46666666666667,V2,6760
U0,leo_rain_weak,named,test_day_0,23240,30000,77.46666666666667,V2,6760
U0,leo_rain_weak,named,test_seen_day_unseen_rx,78386,126000,62.21111111111111,V2,47614
U0,leo_rain_weak,named,test_rx_0,11985,18000,66.58333333333333,V2,6015
U0,leo_rain_weak,named,test_rx_2,7998,18000,44.43333333333333,V2,10002
U0,leo_rain_weak,named,test_rx_5,13461,18000,74.78333333333333,V2,4539
U0,leo_rain_weak,named,test_rx_7,8503,18000,47.23888888888889,V2,9497
U0,leo_rain_weak,named,test_rx_9,13292,18000,73.84444444444445,V2,4708
U0,leo_rain_weak,named,test_rx_10,11213,18000,62.294444444444444,V2,6787
U0,leo_rain_weak,named,test_rx_11,11934,18000,66.3,V2,6066
U0,leo_rain_weak,named,test_unseen_day_unseen_rx,24856,42000,59.180952380952384,V2,17144
U0,leo_rain_weak,named,test_unseen_day_rx_0,3369,6000,56.15,V2,2631
U0,leo_rain_weak,named,test_unseen_day_rx_2,2507,6000,41.78333333333333,V2,3493
U0,leo_rain_weak,named,test_unseen_day_rx_5,3766,6000,62.766666666666666,V2,2234
U0,leo_rain_weak,named,test_unseen_day_rx_7,3561,6000,59.35,V2,2439
U0,leo_rain_weak,named,test_unseen_day_rx_9,3723,6000,62.05,V2,2277
U0,leo_rain_weak,named,test_unseen_day_rx_10,3997,6000,66.61666666666666,V2,2003
U0,leo_rain_weak,named,test_unseen_day_rx_11,3933,6000,65.55,V2,2067
U0,leo_rain_weak,receiver_all_days,0,15354,24000,63.975,V2,8646
U0,leo_rain_weak,receiver_all_days,1,4146,6000,69.1,V2,1854
U0,leo_rain_weak,receiver_all_days,2,10505,24000,43.770833333333336,V2,13495
U0,leo_rain_weak,receiver_all_days,3,4376,6000,72.93333333333334,V2,1624
U0,leo_rain_weak,receiver_all_days,4,5158,6000,85.96666666666667,V2,842
U0,leo_rain_weak,receiver_all_days,5,17227,24000,71.77916666666667,V2,6773
U0,leo_rain_weak,receiver_all_days,6,5033,6000,83.88333333333334,V2,967
U0,leo_rain_weak,receiver_all_days,7,12064,24000,50.266666666666666,V2,11936
U0,leo_rain_weak,receiver_all_days,8,4527,6000,75.45,V2,1473
U0,leo_rain_weak,receiver_all_days,9,17015,24000,70.89583333333333,V2,6985
U0,leo_rain_weak,receiver_all_days,10,15210,24000,63.375,V2,8790
U0,leo_rain_weak,receiver_all_days,11,15867,24000,66.1125,V2,8133
U0,leo_rain_weak,class,0,25576,33000,77.5030303030303,V2,7424
U0,leo_rain_weak,class,1,11078,33000,33.56969696969697,V2,21922
U0,leo_rain_weak,class,2,17889,33000,54.20909090909091,V2,15111
U0,leo_rain_weak,class,3,16008,33000,48.50909090909091,V2,16992
U0,leo_rain_weak,class,4,25172,33000,76.27878787878788,V2,7828
U0,leo_rain_weak,class,5,30759,33000,93.2090909090909,V2,2241
U1,clean,aggregate,all,153746,198000,77.64949494949495,V2,44254
U1,clean,named,test_unseen_day_seen_rx,27813,30000,92.71,V2,2187
U1,clean,named,test_day_0,27813,30000,92.71,V2,2187
U1,clean,named,test_seen_day_unseen_rx,95790,126000,76.02380952380952,V2,30210
U1,clean,named,test_rx_0,14427,18000,80.15,V2,3573
U1,clean,named,test_rx_2,10216,18000,56.75555555555555,V2,7784
U1,clean,named,test_rx_5,15785,18000,87.69444444444444,V2,2215
U1,clean,named,test_rx_7,11803,18000,65.57222222222222,V2,6197
U1,clean,named,test_rx_9,14813,18000,82.29444444444445,V2,3187
U1,clean,named,test_rx_10,14936,18000,82.97777777777777,V2,3064
U1,clean,named,test_rx_11,13810,18000,76.72222222222223,V2,4190
U1,clean,named,test_unseen_day_unseen_rx,30143,42000,71.76904761904763,V2,11857
U1,clean,named,test_unseen_day_rx_0,3993,6000,66.55,V2,2007
U1,clean,named,test_unseen_day_rx_2,3018,6000,50.3,V2,2982
U1,clean,named,test_unseen_day_rx_5,4417,6000,73.61666666666666,V2,1583
U1,clean,named,test_unseen_day_rx_7,5327,6000,88.78333333333333,V2,673
U1,clean,named,test_unseen_day_rx_9,4096,6000,68.26666666666667,V2,1904
U1,clean,named,test_unseen_day_rx_10,4650,6000,77.5,V2,1350
U1,clean,named,test_unseen_day_rx_11,4642,6000,77.36666666666666,V2,1358
U1,clean,receiver_all_days,0,18420,24000,76.75,V2,5580
U1,clean,receiver_all_days,1,4747,6000,79.11666666666666,V2,1253
U1,clean,receiver_all_days,2,13234,24000,55.141666666666666,V2,10766
U1,clean,receiver_all_days,3,5697,6000,94.95,V2,303
U1,clean,receiver_all_days,4,5858,6000,97.63333333333334,V2,142
U1,clean,receiver_all_days,5,20202,24000,84.175,V2,3798
U1,clean,receiver_all_days,6,5895,6000,98.25,V2,105
U1,clean,receiver_all_days,7,17130,24000,71.375,V2,6870
U1,clean,receiver_all_days,8,5616,6000,93.6,V2,384
U1,clean,receiver_all_days,9,18909,24000,78.7875,V2,5091
U1,clean,receiver_all_days,10,19586,24000,81.60833333333333,V2,4414
U1,clean,receiver_all_days,11,18452,24000,76.88333333333334,V2,5548
U1,clean,class,0,31592,33000,95.73333333333333,V2,1408
U1,clean,class,1,15261,33000,46.24545454545454,V2,17739
U1,clean,class,2,20330,33000,61.60606060606061,V2,12670
U1,clean,class,3,22689,33000,68.75454545454545,V2,10311
U1,clean,class,4,32555,33000,98.65151515151516,V2,445
U1,clean,class,5,31319,33000,94.9060606060606,V2,1681
U1,leo_clear_weak,aggregate,all,126860,198000,64.07070707070707,V2,71140
U1,leo_clear_weak,named,test_unseen_day_seen_rx,23831,30000,79.43666666666667,V2,6169
U1,leo_clear_weak,named,test_day_0,23831,30000,79.43666666666667,V2,6169
U1,leo_clear_weak,named,test_seen_day_unseen_rx,78242,126000,62.096825396825395,V2,47758
U1,leo_clear_weak,named,test_rx_0,13363,18000,74.2388888888889,V2,4637
U1,leo_clear_weak,named,test_rx_2,8250,18000,45.833333333333336,V2,9750
U1,leo_clear_weak,named,test_rx_5,13685,18000,76.02777777777777,V2,4315
U1,leo_clear_weak,named,test_rx_7,7516,18000,41.75555555555555,V2,10484
U1,leo_clear_weak,named,test_rx_9,12799,18000,71.10555555555555,V2,5201
U1,leo_clear_weak,named,test_rx_10,10944,18000,60.8,V2,7056
U1,leo_clear_weak,named,test_rx_11,11685,18000,64.91666666666667,V2,6315
U1,leo_clear_weak,named,test_unseen_day_unseen_rx,24787,42000,59.016666666666666,V2,17213
U1,leo_clear_weak,named,test_unseen_day_rx_0,3646,6000,60.766666666666666,V2,2354
U1,leo_clear_weak,named,test_unseen_day_rx_2,2319,6000,38.65,V2,3681
U1,leo_clear_weak,named,test_unseen_day_rx_5,3725,6000,62.083333333333336,V2,2275
U1,leo_clear_weak,named,test_unseen_day_rx_7,3228,6000,53.8,V2,2772
U1,leo_clear_weak,named,test_unseen_day_rx_9,3745,6000,62.416666666666664,V2,2255
U1,leo_clear_weak,named,test_unseen_day_rx_10,4234,6000,70.56666666666666,V2,1766
U1,leo_clear_weak,named,test_unseen_day_rx_11,3890,6000,64.83333333333333,V2,2110
U1,leo_clear_weak,receiver_all_days,0,17009,24000,70.87083333333334,V2,6991
U1,leo_clear_weak,receiver_all_days,1,4364,6000,72.73333333333333,V2,1636
U1,leo_clear_weak,receiver_all_days,2,10569,24000,44.0375,V2,13431
U1,leo_clear_weak,receiver_all_days,3,4395,6000,73.25,V2,1605
U1,leo_clear_weak,receiver_all_days,4,5299,6000,88.31666666666666,V2,701
U1,leo_clear_weak,receiver_all_days,5,17410,24000,72.54166666666667,V2,6590
U1,leo_clear_weak,receiver_all_days,6,5195,6000,86.58333333333333,V2,805
U1,leo_clear_weak,receiver_all_days,7,10744,24000,44.766666666666666,V2,13256
U1,leo_clear_weak,receiver_all_days,8,4578,6000,76.3,V2,1422
